Dick's Hotel,,,,151.177344,-33.8586816
The Exchange,,,,151.1772958,-33.8589938
The Sackville,,,,151.1714703,-33.8609141
The Cat & Fiddle,,,,151.1727711,-33.8567151
The Welcome Inn,,,,151.1734149,-33.8626808
Largs Pier Hotel,,,,138.4866361,-34.8256693
The Claddagh,372,Broadway,,174.7772958,-36.8722313
The Feathers Hotel,,,,138.6603278,-34.9376407
The Riverview,,,,151.1753608,-33.8549217
Village Green Hotel,,,,145.1598716,-37.9043603
Inn Field Sports Bar,,,,174.7216554,-36.7810195
The Fox,,,,174.7634151,-36.843384
Southwark Hotel,,,,138.5775134,-34.9136127
Mount Henry Tavern,,,,115.859677,-32.0146869
Regent Hotel,"416,418",Anzac Parade,,151.2270069,-33.9211017
Churchill's Sports Bar,,,,151.2281313,-33.9238936
Herdsman Tavern,,,,115.815419,-31.9270428
Globe Bar,,,,174.7644305,-36.8496065
Tourist Hotel,,,,149.2329859,-35.3537438
Walsh's Hotel,,,,149.2331839,-35.3540831
Roundabout Hotel,,,,151.9587719,-32.0061444
Rogans Bar,,,,115.6432369,-33.3597058
George IV,,,,150.6106019,-34.1710335
The Crafers Hotel,,,,138.7044222,-34.9978004
The Bunker,,,,138.7317633,-35.0135881
Coolibah Hotel,,,,150.9684232,-33.8338007
Ashley Hotel,,,,172.5994283,-43.2757511
Mile End Hotel,,,,138.5758607,-34.923158
Hotel Queanbeyan,,,,149.2282682,-35.3458331
East Village Hotel Balmain,82,Darling Street,,151.1924966,-33.857618
Crown Hotel,,,,153.0332896,-27.424463
Chelsea Heights Hotel,1-23,Corner Sprinvale & Wells Road,,145.1330796,-38.0275623
Hotel Indooroopilly,,,,152.9755121,-27.5026039
Anglers Arms Tavern,,,,172.6688359,-43.2483877
Bald Rock,,,,151.1791594,-33.8642089
The Balmain,74,Mullens Street,,151.1767821,-33.8614051
Oxley Hotel,,,,152.9792762,-27.5658898
Dry Dock,,,,151.1825062,-33.8547775
Royal Oak,,,,151.1809784,-33.8555843
London,,,,151.1845991,-33.8583704
Town Hall Hotel,,,,151.178145,-33.8566974
Unity Hall,,,,151.1807837,-33.8576298
Breakfast Creek Hotel,,,,153.0454694,-27.4408158
Royal Exchange Hotel,,,,151.1578051,-33.911054
Loxton Hotel,,,,140.5688399,-34.4499422
Peel Ale House,,,,115.7020035,-32.550228
Ryde Ex-Services Club,,,,151.1048555,-33.8171036
Aldgate Pump Hotel,,,,138.7367792,-35.0151981
Thornlie Tavern,,,,115.9635924,-32.0574328
Mallacoota Golf Club,,,,149.7568838,-37.5717748
Doncaster Inn,,,,145.1433337,-37.786511
Australian hotel,,,,152.6689791,-26.1909746
The Pheonix,,,,152.6735891,-26.1948393
Kauri Foreshore Hotel,,,,151.1896535,-33.8760352
Warner Tavern,,,,152.9546939,-27.2937983
Turf,228,Songer Street,,173.2332294,-41.3137089
The Honest Lawyer,,,,173.2187503,-41.3061434
Squires,522,"Main Road, Stoke",,173.2338358,-41.312957
Kohatu Hotel,,,,172.8367291,-41.4517361
The Kenmore,,,,152.9496867,-27.5064894
Grays Inn,,,,138.8608443,-35.0661535
The Jockey Club,,,,152.6488318,-26.1990045
,,,,138.5664393,-34.9147611
Lakes Resort Hotel,,,,138.4884412,-34.8796555
Railway Hotel,,,,144.9783322,-37.7806158
Empress Hotel,706,Nicholson Street,,144.9778716,-37.7828031
Clifton Hill Brewpub,,,,144.989118,-37.789742
Bluebonnet Barbecue,32,St Georges Road South,,144.9772814,-37.7905682
Smugglers,8,Muritai Street,,173.2485074,-41.2822207
,,,,150.9716024,-33.7737398
Family Inn,,,,151.0416745,-33.8120162
North Fitzroy Arms,300-304,Rae Street,,144.9799874,-37.7852536
O'Donoghues Irish Pub,,,,150.6732802,-33.7466027
Central Hotel,,,,148.2472628,-20.0142812
Grandview Hotel,,,,148.2479294,-20.0154216
Denison Hotel,,,,148.2448344,-20.0132794
North Australian Hotel,,,,148.2466258,-20.0131385
Memorial Club,,,,148.245833,-20.0118757
Merinda Hotel,,,,148.1668888,-20.0149589
Kent Hotel,370,Rathdowne Street,,144.9722724,-37.7886972
Tramway Hotel,,,,144.9790627,-37.788451
Baden Powell Hotel,,,,144.984991,-37.808837
Prince Patrick Hotel,,,,144.987748,-37.809089
Tankerville,230,Nicholson Street,,144.9751966,-37.7981995
Commercial Club Hotel,344,Nicholson Street,,144.975709,-37.794516
Commercial Hotel,,,,148.8194173,-34.7664471
Royal Oak Hotel,,,,144.97665,-37.7895012
Brandon Hotel,,,,144.9748649,-37.7914119
George Harcourt Inn,,,,149.086382,-35.1928936
Blazing Stump Hotel,4315,Anzac Parade,,146.9123517,-36.139347
William Wallace,,,,151.1819617,-33.853452
Albion Park Hotel,,,,150.7747878,-34.5709272
Oaks Hotel Motel,,,,150.8017758,-34.5666564
Wantirna Club,,,,145.2335094,-37.8702095
Edgar's,,,,149.1450693,-35.2625607
Rochester Castle Hotel,202,Johnston Street,,144.9816601,-37.7988431
Bridge Hotel,,,,151.1688569,-33.8628297
Mansfield Tavern,,,,153.1029896,-27.5352586
Delegate River Tavern,,,,148.811466,-37.0495678
Caringbah Inn,,,,151.1231757,-34.0436782
Prince Alfred Hotel,191,Grattan Street,,144.9622254,-37.8004316
The Clyde Hotel,,,,144.9658811,-37.7971745
Dandaloo Hotel Motel,,,,150.8071633,-34.4857414
The Greenwood,,,,115.8031685,-31.8330516
Commercial Hotel,,,,148.8834933,-37.146975
P. J. O'Reilly's,,,,149.0682491,-35.4173795
Daisey's Hotel,6,Mount Dandenong Road,,145.2389675,-37.812069
Lord Raglan Hotel,,,,151.1984574,-33.8970078
Monash Hotel,,,,145.1375449,-37.9198997
Fitzy's,,,,153.1730644,-27.6632846
The Empire,,,,174.7598806,-36.8474612
Bemm River Hotel,5,Sydenham Parade,,148.9689871,-37.7601677
Club Hotel Ferntree Gully,,,,145.2765299,-37.8827588
Red Lion Hotel,,,,138.6768256,-34.7002733
Cambridge Hotel,,,,174.7828769,-41.2951348
Ocean View Tavern,,,,115.735096,-31.6494143
Criterion Hotel,,,,170.9700281,-45.1028126
Kenilworth Hotel,,,,152.7277411,-26.5951568
Windang Hotel,,,,150.8694653,-34.5298216
Warilla Hotel,,,,150.8620766,-34.5475556
York on Lilydale,,,,145.3608012,-37.7957173
Ermington Hotel,,,,151.0531842,-33.8148349
Cumberland Hotel,,,,144.2167416,-37.0645689
Oxley Tavern,,,,152.9826249,-27.5759799
The Last Drop,,,,116.0584808,-31.9711171
The Kalamunda Hotel,,,,116.059794,-31.9721802
Oriental Hotel,112,Macquarie Road,,150.5679332,-33.6995092
,,,,116.0114387,-31.9943498
The Round House Tavern,,,,115.8289752,-31.8733035
The Birkenhead Hotel,,,,151.1455201,-33.8569022
Longueville Hotel,,,,151.1706371,-33.8133681
Jack Ruby,,,,138.5994078,-34.9248696
The Hideaway Bar,,,,115.8321233,-31.8734893
,,,,150.7884881,-33.6080893
Feilding Hotel,9,Manchester Square,,175.5636416,-40.2263549
Drovers Return,95,Manchester Street,,175.5640595,-40.2253232
Rosebud Hotel,,,,144.9027218,-38.3567861
Jamberoo Hotel,,,,150.7754797,-34.6484846
Illawarra Yacht Club,,,,150.8749166,-34.4923251
Metropolitan Hotel,,,,144.9540832,-37.8018994
Castle Hotel,,,,144.9532429,-37.8009602
Courthouse Hotel,,,,144.9498707,-37.8029265
Ronsard Bay Tavern,,,,115.0685412,-30.501
Mulga Creek Hotel,,,,146.4026766,-30.663405
,,,,115.7468094,-31.8309477
Birdsville Hotel,,,,139.3515945,-25.8989693
Cremorne Hotel,,,,138.6080136,-34.9535646
Kensington Hotel,,,,138.6455411,-34.9216671
,,,,172.5677525,-43.5744144
Bridie O’Reilly’s,,,,144.960095,-37.7769036
The Thirsty Camel,,,,139.8646259,-21.356141
Regency Park Tavern,,,,138.5666279,-34.865106
Mt Mary Hotel,,,,139.439272,-34.1046958
Fountain Inn,,,,138.6246529,-34.9462247
The Point,,,,169.782559,-46.386009
Kambah Inn,,,,149.0579835,-35.3797459
Tuggeranong Valley Leagues Club (Buffalos),,,,149.0686049,-35.4155894
OJO's,,,,149.0650096,-35.4172857
Mawson Lakes Hotel,10,Main Street,,138.6170609,-34.8101145
Gilbert Street Hotel,,,,138.5971718,-34.9343097
Statesman Hotel,,,,149.0823738,-35.3265953
Doolan Brothers,,,,174.7224055,-36.9253086
Unanderra Hotel,,,,150.8443809,-34.4527572
OG Hotel,,,,138.6328045,-34.8747044
Commercial Hotel,,,,150.9018322,-34.4811614
Arab Steed Hotel,241,Hutt Street,,138.6122504,-34.9339174
Challa Gardens Hotel,337,Torrens Road,,138.5590697,-34.8820486
Supreme Court Hotel,,,,143.7362014,-37.0469576
Australian Heritage Hotel,,,,151.2070221,-33.8596452
Bridge Hotel,,,,149.546314,-33.487269
Oxford Tavern,,,,149.5761161,-33.4213683
Water Rat Hotel,256-258,Moray Street,,144.9639303,-37.8347704
Limerick Hotel,364,Clarendon Street,,144.961472,-37.835435
,,,,117.8492162,-28.0648641
Mt. Magnet Hotel,,,,117.8484255,-28.0649422
,,,,117.8484437,-28.0641067
Tuggeranong Vikings Rugby Club,,,,149.0615077,-35.4167401
Knopwoods Retreat,,,,147.331885,-42.886843
Shipwright's Arms Hotel,,,,147.3350316,-42.8909788
St Kilda Hotel,,,,138.5343584,-34.7391193
Prince of Wales Hotel,2,Acland Street,,144.9740773,-37.8621338
Esplanade Hotel,11,The Esplanade,,144.973013,-37.8640582
The Royal,,,,145.0335739,-38.2185087
Dava Hotel,,,,145.0305022,-38.2448545
Dajarra Hotel,,,,139.5136097,-21.6947576
Lincolnshire Arms Hotel,,,,144.9097915,-37.7446972
Durack Tavern,,,,152.9916684,-27.5929455
Gannon's Hotel Motel,,,,141.7456292,-20.6573962
Julia Creek Hotel Motel,,,,141.7460736,-20.6581468
Richmond Club Hotel,100,Swan Street,,144.9933114,-37.8252755
Vaucluse Hotel,157,Swan Street,,144.9966034,-37.8254096
Swan Hotel,425,Church Street,,144.998076,-37.8258046
Drums Hotel,,,,144.9665336,-37.737501
De Post,,,,174.7623112,-36.8824375
,,,,115.7526283,-31.7967822
Clare Castle Hotel,421,Rathdowne Street,,144.9704476,-37.7965118
Retreat Hotel,226,Nicholson Street,,144.9976991,-37.8010822
,,,,115.8089727,-32.0312535
Labor in Vain Hotel,197,Brunswick Street,,144.9776725,-37.8014415
Berwick Inn Hotel,1,High Street,,145.344631,-38.0307055
The Old Bar,74-76,Johnston Street,,144.97711,-37.79833
The Burbridge Tavern,,,,115.8602042,-31.8417351
Cheltenham Hotel,,,,175.6605792,-40.1380683
Spring Hill Hotel,,,,153.0239929,-27.4624517
Jubilee Hotel,,,,153.0336408,-27.4536905
Step Inn,,,,153.0320714,-27.4559308
L'Academie Hotel,,,,153.0305518,-27.4574771
Anglesea Pub,,,,144.1877867,-38.4046549
Dapto Hotel,,,,150.7936998,-34.4940939
Dapto Leagues Club,,,,150.7926483,-34.4935186
,,,,150.8879629,-34.484505
Marina Tavern,,Front Street,,148.9492319,-20.3450146
The Evelyn Hotel,,,,144.97855,-37.796647
Craythorne's Public House,,,,172.5664919,-43.5794603
Percy's Bar,418,Lygon Street,,144.967816,-37.7969492
Launching Place Hotel,,,,145.5847715,-37.7757903
Berkeley Hotel,,,,150.8455057,-34.4806988
Rising Sun Hotel,2,Raglan Street,,144.9666355,-37.8360786
Samson Beach Tavern,,,,117.19741,-20.6312
Maori Chief Hotel,117,Moray Street,,144.9621857,-37.8298172
Dorset Gardens Hotel,,,,145.2906646,-37.8032184
Mt Kembla Hotel,,,,150.8210045,-34.4322843
Coniston Hotel,,,,150.8845034,-34.4378423
Sussex Hotel,,,,138.6149259,-34.8973248
Federal Palace Hotel,,,,143.1420162,-20.7304321
Post Office Hotel,,,,144.9649421,-37.7487664
Dangar Island Bowling Club,,,,151.2424956,-33.5378158
Steelers Club,,,,150.9018616,-34.4273611
,,,,150.8901479,-34.4261143
Dicey Riley's,,Crown Street,,150.8889387,-34.4258589
Illawarra Hotel,,,,150.8932859,-34.4232306
North Wollongong Hotel,,,,150.8930427,-34.413225
City Diggers Wollongong,,,,150.8948197,-34.4261325
The Shaw Davey Slum,171-175,Elgin Street,,144.968768,-37.79747
The Strand Tavern,,,,174.7754699,-36.851195
Mo's,,,,174.7639356,-36.8449243
Father Ted's,,,,174.7641355,-36.850592
Shadows,,,,174.7686186,-36.8521963
Bluestone Room,,,,174.7647051,-36.8476285
Deschlers,,,,174.766505,-36.8474709
Rakinos,,,,174.766411,-36.847733
Sixth Sense Bar and Club,,,,174.7647417,-36.847222
Shakepeare's Tavern,,,,174.7640745,-36.8466908
QF Tav,,,,174.7657873,-36.8468261
Lobby,,,,174.7665237,-36.8470596
The Occidental,,,,174.7663116,-36.8470041
Vulture's Lane,,,,174.7663976,-36.8470321
The Playhouse,,,,174.7634687,-36.8517086
Aces Bar,,,,174.7616749,-36.8489133
Oaken,,,,174.7691422,-36.8440965
The Lula Inn,,,,174.7635478,-36.8421398
Degree,,,,174.7635087,-36.8425774
O' Hagan's,,,,174.7621756,-36.8432748
The White Rabbit,,,,174.7689513,-36.8455533
Muddy Farmer,,,,174.761989,-36.846374
Corner Bar,,,,174.7669573,-36.8467097
Iluka Tavern,,,,148.2843753,-42.122748
Seacliff Beach Hotel,,,,138.5179798,-35.0316613
Metz,,,,147.327421,-42.895524
Hotel SOHO,124,Davey Street,,147.3235696,-42.8895232
Coolabah Hotel,,,,146.7131342,-31.0282841
First and Last Hotel,,,,144.9626338,-37.7189743
Durham Castle Arms,,,,149.1412945,-35.315763
The King Street Brewhouse,,,,151.2015537,-33.8672432
Club Kilsyth,,,,145.3028886,-37.8226401
Seamus O'Toole's,,,,145.2441798,-37.8691779
O'Aces Club,,,,152.9911133,-27.4069917
Greyhound Hotel,,,,144.9867521,-37.8683198
Elephant & Wheelbarrow,,,,144.980793,-37.8581227
Pint on Punt,,,,144.9837274,-37.8549278
North Lakes Tavern,,,,153.0168114,-27.2403388
The Mountain Rocks,,,,175.3986588,-39.4180056
Rosie O'Gradys,,Fitzherbert Avenue,,175.6133286,-40.3593093
,,,,171.1906385,-42.4686615
Birchip Hotel,,,,142.9167921,-35.9842268
The Fiddler,,,,174.7629931,-36.8482271
Star Bar Cafe,,,,147.1369268,-41.4373852
The Blue Duck Inn,,,,147.4881561,-36.993153
Station Hotel,59,Napier Street,,144.9015596,-37.8045679
Buckingham Arms Hotel,,,,138.6095294,-34.9011892
Heavitree Gap Tavern,,,,133.8673779,-23.7296869
Campbelltown Pub,,,,143.9564887,-37.1968845
Cumberland Hotel,,,,143.9488268,-37.3316871
Bealey Hotel,,,,171.6098389,-43.0213826
Ascot Vale Hotel,,,,144.9267006,-37.7730086
The Union Hotel,,,,144.9164886,-37.7719515
Woden Tradesman's Union Club,,,,149.0838227,-35.3408079
Blyth Hotel,,,,138.4887512,-33.845564
Dick Whittington Tavern,,,,144.9912195,-37.8645932
Fin MacCool's Irish Pub,,,,138.6324514,-34.9211594
Britannia Hotel,,,,138.6238597,-34.9277745
,,,,138.8648269,-35.0485746
St Ives,,,,147.3290165,-42.8909727
Wembley Hotel,,,,115.8100275,-31.9405266
Fountain Gate Hotel,,,,145.3027829,-38.0186109
The Craftsman,,,,174.7833764,-41.2942895
Bangalore Polo Club,,,,174.7805046,-41.2934154
The Grand,,,,174.7803632,-41.2933868
Blue Duck Hotel,,,,142.9358413,-37.2839429
Leopold Hotel,,,,142.9314155,-37.2834819
Ararat Hotel,,,,142.929731,-37.284152
Central Hotel,,,,142.9295218,-37.2837978
Courthouse Hotel,,,,142.9281647,-37.2845062
Brunswick Hotel,,,,153.0397988,-27.4624143
West Illawarra Leagues,,,,150.8429849,-34.4515761
,,,,152.5656785,-26.9442247
Blackburn Hotel,,,,145.1520743,-37.8169646
New Ivanhoe Hotel,,,,150.2850733,-33.6357805
Boorhaman Hotel,,,,146.2873789,-36.2129905
Daly Waters Pub,,,,133.369528,-16.2536417
Eastlakes Football Club,,,,149.1391005,-35.3195816
Kingston Hotel,,,,149.137856,-35.3194787
Victoria Tavern,,,,147.328225,-42.8839943
Prince of Wales Hotel,,,,147.333872,-42.8894928
Doctor Syntax,139,Sandy Bay Road,,147.325586,-42.8936454
Customs House,,,,147.3309891,-42.8848872
T42,,,,147.3337277,-42.8840787
Shamrock Hotel,,,,147.3239257,-42.8841068
Montgomery's Hotel,,,,147.3311212,-42.8817853
Mirrool Royal Hotel,,,,147.0878535,-34.3073011
Cock 'n' Bull British Pub,,,,147.1372639,-41.4409209
Uni Bar,,,,147.3238973,-42.9031496
Kalkallo Hotel,,,,144.9482755,-37.5268076
TRC,,,,147.1316277,-41.4400619
Royal Oak Hotel,14,Brisbane Street,,147.1420791,-41.4344562
Irish Murphy's,,,,147.1344525,-41.43994
Lilydale Tavern,,,,147.2174725,-41.2489936
Lloyds Hotel,,,,147.1385748,-41.433703
Commercial Hotel,,,,147.1388631,-41.4340266
,,,,148.5568283,-34.6017658
Woodbridge Hotel,,,,115.9821417,-31.8975166
Albany Creek Tavern,,,,152.96604,-27.34557
Cottesloe Beach Hotel,104,,,115.7523445,-31.9946884
Republic Bar & Cafe,,,,147.3174161,-42.8747555
New Sydney Hotel,87,Bathurst street,,147.3253156,-42.8809842
Park Beach Hotel Motel,,,,153.1388158,-30.2865417
Montague Hotel,355,Park Street,,144.9540611,-37.8376722
Colliery Inn,,,,151.6695052,-32.903425
Builders Arms Hotel,211,Gertrude Street,,144.9816301,-37.8060586
Old Colonial Inn,127,Brunswick Street,,144.9773668,-37.803796
Mumballup Tavern,,,,116.1124846,-33.5281816
Moutere Inn,,,,173.0070213,-41.2673944
Irish Murphy's,,,,147.3308232,-42.8865882
Shoppingtown Hotel,,,,145.123132,-37.784778
Frisco Hotel,,,,151.2216068,-33.870072
Macs Hotel,,,,144.582747,-37.68296
Golden Fleece,,,,144.585551,-37.6833466
Pakenham Hotel,153,Main Street,,145.483519,-38.0796008
The Duke of Edinburgh,,,,176.6114974,-40.3042696
Railway Hotel,,,,144.2129482,-37.0625593
Edgeworth Tavern,,,,151.6223735,-32.9235866
Junction Hotel,,,,144.2154555,-36.8926578
,,,,151.6235361,-32.949987
Glengala Hotel,,,,144.8028618,-37.7864193
The Dominion,,,,174.7512127,-36.8758909
Crown Hotel,,,,144.0609994,-37.1072225
Post Office Hotel,,,,173.0107954,-41.1105545
Burpengary Tavern,,,,152.9783243,-27.1564403
The Ritz Sports Bar,350,Forest Road,,151.1013191,-33.965951
Meridian,,,,151.1046799,-33.9674774
Illawarra Catholic Club,,,,151.1035378,-33.9661828
Hill Street Tavern,,,,151.1093615,-33.9678872
South Hurstville RSL,,,,151.1043834,-33.978557
Kings Head Tavern,,,,151.1048211,-33.9775605
Commercial Hotel,,,,172.3257256,-41.7999334
Wheelers Hill Hotel,,,,145.1893927,-37.90664
Salisbury Hotel Motel,,,,153.0400078,-27.5453847
Rocklea Hotel,,,,153.0107871,-27.5430839
Railway Hotel,,,,170.9637313,-42.7179611
Stumpers Bar Hotel,,,,170.9621666,-42.7171484
Cardinia Club,,,,145.4929458,-38.0771572
Bush Inn Hotel,,,,146.6611709,-41.5246034
Ned's Place,,,,175.7980854,-38.4204295
Hotel HQ,,,,153.111425,-27.6090368
Sleepy Lagoon,,,,153.00445,-25.9122548
Arcadia Hotel,,,,144.986712,-37.838569
Coorparoo R.S.L. and Community Club,,,,153.0565005,-27.4947128
Seven stars hotel,,,,138.6080739,-34.9299051
The Wakefield Hotel,,,,138.6035249,-34.9282022
Coopers Alehouse,,,,138.6065547,-34.9309536
Home Tavern Hotel‎,,,,147.3685242,-35.1036711
Hotel Tivoli,,,,138.6097941,-34.9254962
Griffins Head Hotel,,,,138.6066956,-34.9237932
The Martinborough Hotel,,,,175.4589048,-41.2181571
Marquis of Normanby,,,,175.5283569,-41.0238131
Hampden Tavern,,,,170.8170562,-45.3242304
Royal Hotel,,,,170.1477951,-45.0236108
Oturehua Tavern,,,,169.9131988,-45.0070575
Balingup Tavern,,,,115.9804103,-33.78592
Royal Hotel,,,,149.4169197,-33.032432
Grey Gums Hotel,,,,150.6733806,-33.7725226
Lake Ferry Hotel,,,,175.1440643,-41.394027
Chalk Hotel,,,,153.0334066,-27.4864453
Norman Hotel,,,,153.0352752,-27.4919214
,,,,147.3786041,-35.1204589
Torrens Arms Hotel,,,,138.60962,-34.9740386
Race Course Motel,,,,151.666705,-32.8910744
Inala Hotel,,,,152.9725066,-27.5778215
Rushworth Hotel,,Moora Road,,145.015594,-36.585642
Robert Burns Hotel,376,Smith Street,,144.984668,-37.797671
Hotel Lincoln,,,,144.9645277,-37.804512
German Club Adelaide,,,,138.6088964,-34.9268537
Grace Darling Hotel,114,Smith Street,,144.983442,-37.804851
Astor Hotel,,,,138.606197,-34.9338772
Rob Roy Hotel,106,Halifax Street,,138.6044128,-34.9324884
Victoria Hotel,55,Baylis Street,,147.3693206,-35.1174828
William Farrer Hotel,,,,147.3675282,-35.1185301
Union Hotel,,,,147.3695422,-35.1140918
Maryland Tavern,,,,151.6596374,-32.8799903
Commercial Hotel,,,,148.2222836,-35.3014866
Bimbo Deluxe,376,Brunswick Street,,144.9790461,-37.7961022
Broken Hill Hotel,,,,115.8961627,-31.9725441
Cornucopia Hotel,,,,137.6284742,-33.9320142
Weeroona Hotel,,,,137.6243458,-33.9302623
Anglers Inn Hotel Motel,,,,137.6300106,-33.9297638
Imperial Pub,,,,175.5429486,-37.1400137
The Brian Boru Hotel,,,,175.5438806,-37.1418931
The National Hotel,344,Victoria Street,,145.0026855,-37.8109741
Old Bank,,,,171.2522834,-44.395377
The Sail and Anchor,,,,171.251278,-44.3957731
Bruny Island Hotel,,,,147.2421239,-43.3218462
All Nations Hotel,,,,144.9953123,-37.8132417
Lord Stanley Hotel,994,Stanley Street East,,153.0476715,-27.488147
Railway Hotel,,,,144.0548081,-37.1123923
,,,,172.4743706,-43.5556682
Belgian Beer Cafe,5,Riverside Quay,,144.9644575,-37.8214816
,,,,145.1226082,-38.143539
Riverside Tavern,,,,153.0173035,-30.8931157
X-Wray Cafe,,,,115.7476725,-32.0574195
Rosebery Top Pub,,,,145.5403035,-41.7793469
